-124.073547706,157.954064012,-124.069660681,158.954056458,-124.077434731,156.954071567,0.999992445491,-0.00388702472779
-123.058375158,157.950117982,-123.054485362,158.950110417,-123.062264953,156.950125547,0.999992434716,-0.00388979561289
-122.067449389,157.946263454,-122.063556837,158.946255878,-122.07134194,156.94627103,0.999992423993,-0.00389255152501
-121.051231878,157.942307745,-121.047336586,158.942300158,-121.055127171,156.942315332,0.999992413319,-0.00389529262104
-120.059294907,157.938443831,-120.055396922,158.938436234,-120.063192893,156.938451428,0.999992402826,-0.00389798531798
-119.066864676,157.934575323,-119.062963979,158.934567715,-119.070765373,156.934582931,0.999992392253,-0.00390069698462
-118.049117735,157.93060537,-118.045214341,158.930597752,-118.053021129,156.930612989,0.999992381729,-0.00390339400341
-117.055700996,157.926727644,-117.051794952,158.926720015,-117.059607039,156.926735273,0.999992371384,-0.00390604333137
-116.06180319,157.922845406,-116.057894479,158.922837767,-116.065711902,156.922853045,0.999992360959,-0.00390871125169
-115.042564629,157.918861467,-115.038653264,158.918853817,-115.046475993,156.918869116,0.999992350584,-0.00391136468818
-114.047705008,157.914970178,-114.043791037,158.914962519,-114.051618979,156.914977838,0.999992340386,-0.00391397113181
-113.052376516,157.911074461,-113.048459952,158.911066792,-113.056293079,156.911082131,0.999992330236,-0.00391656350322
-112.056583183,157.907174344,-112.052664009,158.907166664,-112.060502357,156.907182024,0.999992320008,-0.0039191739678
-111.035418529,157.903172191,-111.031496759,158.903164501,-111.039340299,156.903179881,0.99999230983,-0.00392177016034
-110.038696237,157.899263245,-110.034771917,158.899255545,-110.042620557,156.899270945,0.999992299826,-0.00392432027319
-109.041521299,157.895349981,-109.037594443,158.895342271,-109.045448156,156.895357691,0.999992289869,-0.00392685651725
-108.043897747,157.891432426,-108.039968368,158.891424706,-108.047827126,156.891440146,0.999992279961,-0.00392937894182
-107.04582961,157.887510608,-107.041897691,158.887502878,-107.049761529,156.887518338,0.999992269977,-0.0039319188408
-106.022354286,157.883486355,-106.018419841,158.883478615,-106.02628873,156.883494095,0.999992260042,-0.00393444472225
-105.02339821,157.879555987,-105.019461284,158.879548238,-105.027335136,156.879563737,0.999992250278,-0.00393692563981
-104.024009745,157.875621439,-104.020070352,158.875613679,-104.027949138,156.875629198,0.999992240562,-0.00393939293282
-103.024192922,157.871682737,-103.020251075,158.871674968,-103.028134768,156.871690506,0.999992230892,-0.0039418466485
-102.023951771,157.867739909,-102.020007485,158.86773213,-102.027896058,156.867747688,0.99999222127,-0.0039442868338
-101.023290325,157.863792983,-101.019343612,158.863785194,-101.027237039,156.863800771,0.999992211696,-0.00394671353526
-100.022212615,157.859841985,-100.018263488,158.859834187,-100.026161741,156.859849783,0.999992202168,-0.00394912679899
-99.0207226704,157.855886943,-99.0167711437,158.855879136,-99.024674197,156.855894751,0.999992192688,-0.00395152667073
-98.018824524,157.851927885,-98.0148706108,158.851920068,-98.0227784372,156.851935702,0.999992183255,-0.0039539131958
-97.0165222066,157.847964838,-97.0125659202,158.847957012,-97.020478493,156.847972664,0.999992173868,-0.00395628641914
-96.0138197494,157.843997829,-96.009861103,158.843989993,-96.0177783958,156.844005664,0.999992164529,-0.00395864638526
-95.0107211837,157.840026885,-95.0067601905,158.84001904,-95.0146821768,156.84003473,0.999992155236,-0.00396099313832
-94.0072305406,157.836052034,-94.0032672139,158.83604418,-94.0111938673,156.836059888,0.99999214599,-0.00396332672214
-93.0033518514,157.832073304,-92.9993862042,158.832065441,-93.0073174985,156.832081167,0.99999213679,-0.00396564717999
-91.9990891472,157.828090721,-91.9951212214,158.828082849,-92.0030570731,156.828098593,0.999992127751,-0.00396792581851
-91.0195654899,157.824204013,-91.0155952982,158.824196132,-91.0235356816,156.824211894,0.999992118758,-0.00397019169346
-90.014556203,157.820213902,-90.0105837297,158.820206012,-90.0185286764,156.820221792,0.999992109697,-0.00397247335448
-89.0091748942,157.81622002,-89.0052001521,158.816212121,-89.0131496362,156.816227919,0.999992100682,-0.00397474205812
-88.0034255946,157.812222394,-87.9994485967,158.812214486,-88.0074025924,156.812230303,0.999992091713,-0.00397699784604
-86.9973123355,157.808221053,-86.9933330947,158.808213135,-87.0012915762,156.80822897,0.99999208279,-0.00397924075933
-85.9908391481,157.804216022,-85.9868577051,158.804208096,-85.9948205912,156.804223948,0.999992074024,-0.00398144306666
-85.0091834823,157.800307585,-85.0051998494,158.80029965,-85.0131671151,156.800315519,0.999992065303,-0.00398363285155
-84.0020112833,157.796295349,-83.9980254456,158.796287405,-84.005997121,156.796303292,0.999992056517,-0.00398583770225
-82.9944911491,157.792279505,-82.9905031192,158.792271553,-82.9984791789,156.792287457,0.999992047777,-0.00398802983817
-81.9866271108,157.788260081,-81.9826369015,158.78825212,-81.9906173201,156.788268042,0.999992039083,-0.00399020929858
-80.9784231998,157.784237104,-80.9744308507,158.784229135,-80.982415549,156.784245074,0.999992030542,-0.00399234913978
-79.9950994058,157.780311301,-79.9911049292,158.780303323,-79.9990938825,156.780319279,0.999992022046,-0.00399447664941
-78.9862360928,157.776281388,-78.9822394742,158.776273402,-78.9902327114,156.776289375,0.999992013488,-0.0039966186292
-77.9770449,157.772248004,-77.9730461785,158.772240009,-77.9810436216,156.772255998,0.999992005081,-0.00399872156974
-76.9927700639,157.768312131,-76.9887692516,158.768304128,-76.9967708762,156.768320134,0.999991996718,-0.00400081228891
-75.9829431553,157.764271971,-75.9789402381,158.764263959,-75.9869460724,156.764279983,0.999991988295,-0.00400291712356
-74.97280036,157.760228421,-74.9687953765,158.760220401,-74.9768053435,156.760236441,0.999991980021,-0.00400498349178
-73.9876092688,157.756282715,-73.9836022311,158.756274687,-73.9916163066,156.756290743,0.999991971792,-0.00400703774581
-72.976854444,157.75223255,-72.9728453382,158.752224513,-72.9808635498,156.752240586,0.999991963503,-0.0040091057616
-71.9657957255,157.748179076,-71.9617845897,158.748171031,-71.9698068614,156.74818712,0.999991955362,-0.00401113587685
-70.9797231667,157.744223773,-70.9757100127,158.74421572,-70.9837363207,156.744231826,0.999991947265,-0.00401315398197
-69.968076105,157.740163845,-69.9640609448,158.740155784,-69.9720912652,156.740171906,0.999991939212,-0.00401516020214
-68.981437584,157.736202301,-68.9774204295,158.736194232,-68.9854547385,156.73621037,0.999991931202,-0.00401715447974
-67.9692179036,157.732136025,-67.9651987417,158.732127949,-67.9732370656,156.732144102,0.999991923136,-0.00401916193302
-66.9567142845,157.728066577,-66.9526931521,158.728058492,-66.9607354169,156.728074661,0.999991915214,-0.00402113241195
-65.9692521774,157.724095829,-65.9652290863,158.724087736,-65.9732752684,156.724103921,0.999991907336,-0.00402309104777
-64.956199626,157.720020193,-64.952174588,158.720012092,-64.9602246639,156.720028293,0.999991899502,-0.00402503796342
-63.9682099823,157.716043465,-63.9641830092,158.716035357,-63.9722369554,156.716051573,0.999991891711,-0.00402697310034
-62.9546242232,157.711961749,-62.9505953266,158.711953633,-62.9586531198,156.711969865,0.999991883963,-0.00402889658079
-61.9661223744,157.707979145,-61.9620915661,158.707971021,-61.9701531828,156.707987269,0.999991876259,-0.00403080834572
-60.9520191322,157.703891456,-60.9479864237,158.703883325,-60.9560518407,156.703899588,0.999991868598,-0.00403270851646
-59.9630204099,157.69990308,-59.9589858128,158.699894941,-59.9670550069,156.699911219,0.99999186098,-0.00403459703379
-58.9484154093,157.695809525,-58.9443789353,158.695801378,-58.9524518833,156.695817671,0.999991853406,-0.00403647401806
-57.9589351448,157.691815481,-57.9548968054,158.691807326,-57.9629734842,156.691823635,0.999991845874,-0.00403833940967
-56.9438441105,157.687716165,-56.9398039171,158.687708003,-56.9478843038,156.687724327,0.999991838386,-0.00404019332825
-55.9538976355,157.683716557,-55.9498555998,158.683708388,-55.9579396712,156.683724726,0.99999183094,-0.00404203571379
-54.938336292,157.679611589,-54.9342924253,158.679603412,-54.9423801587,156.679619765,0.999991823538,-0.00404386668513
-53.947938938,157.675606521,-53.9438932518,158.675598337,-53.9519846242,156.675614705,0.999991816178,-0.0040456861817
-52.9319230102,157.671496006,-52.9278755159,158.671487815,-52.9359705045,156.671504197,0.999991808861,-0.00404749432187
-51.9410901087,157.667485582,-51.9370408403,158.667477384,-51.9451393771,156.667493781,0.999991801679,-0.00404926839552
-50.9500478444,157.663472553,-50.9459967905,158.663464348,-50.9540988983,156.663480759,0.999991794447,-0.00405105391689
-49.9333822039,157.659353952,-49.9293293758,158.659345739,-49.9374350321,156.659362165,0.999991787258,-0.00405282816582
-48.9419272925,157.655335723,-48.9378727014,158.655327503,-48.9459818836,156.655343943,0.999991780112,-0.00405459108054
-47.92484628,157.651211841,-47.9207899372,158.651203614,-47.9289026228,156.651220068,0.999991773008,-0.00405634277755
-46.9329940531,157.647188516,-46.9289359918,158.647180282,-46.9370521143,156.647196749,0.999991766036,-0.00405806125751
-45.9409513372,157.643162712,-45.9368915466,158.643154471,-45.9450111278,156.643170953,0.999991759016,-0.00405979060788
-44.9232791825,157.639031142,-44.9192176737,158.639022894,-44.9273406913,156.63903939,0.999991752039,-0.00406150882031
-43.9308620516,157.635000398,-43.9267988358,158.634992143,-43.9349252674,156.635008653,0.999991745104,-0.004063215832
-42.9128137373,157.630863814,-42.9087488255,158.630855552,-42.916878649,156.630872076,0.999991738212,-0.00406491175777
